species,Ww_i_g,Wd_i_g,L_i_cm
Platalea_alba,1790.42,501.317,5.5486
Platalea_leucorodia,1425.46,399.128,3.9524
Platalea_regia,1607.36,450.062,5.238
Platanista_gangetica,86496.8,25949.0,20.9007
Platax_orbicularis,7809.85,1561.97,19.5208
Plateosaurus_engelhardti,2.03873e6,611619.0,54.1256
Platichthys_bicoloratus,1265.93,253.186,7.83831
Platichthys_flesus,2248.14,449.628,8.8727
Platichthys_stellatus,13530.4,2706.09,19.8183
Platycaranx_chrysophrys,4017.46,803.491,14.4109
Platycaranx_malabaricus,3386.99,677.398,13.6261
Platycephalus_aurimaculatus,2023.42,404.685,10.2639
Platycephalus_bassensis,1499.56,299.912,9.25775
Platycephalus_caeruleopunctatus,1666.55,333.311,10.302
Platycephalus_conatus,2167.44,433.488,9.38861
Platycephalus_fuscus,13965.9,2793.19,14.9735
Platycephalus_grandispinis,332.44,66.4879,5.9511
Platycephalus_indicus,3867.71,773.542,14.3732
Platycephalus_laevigatus,767.584,153.517,7.63279
Platycephalus_richardsoni,1757.1,351.42,9.31657
Platycephalus_speculator,4859.72,971.945,12.5201
Platycephalus_westraliae,2030.56,406.112,9.9525
Platycercus_elegans,162.89,45.6093,1.5121
Platygobio_gracilis,305.712,61.1425,5.10928
Platyrhina_sinensis,8268.42,1653.68,12.0762
Platyrinchus_coronatus,11.4661,3.21052,0.71079
Platyrinchus_platyrhynchos,12.4721,3.49218,0.62425
Platyrrhinus_lineatus,21.5397,6.4619,0.93043
Platysternon_megacephalum,1059.31,317.792,8.7336
Plecotus_auritus,7.82689,2.34807,1.5841
Plectorhinchus_pictus,7157.58,1431.52,15.4599
Plectorhinchus_sordidus,2881.27,576.254,10.5473
Plectroglyphidodon_dickii,30.23,6.046,2.87656
Plectrophenax_nivalis,41.7461,11.6889,1.6268
Plectropomus_areolatus,6994.79,1398.96,12.4248
Plectropomus_laevis,33743.1,6748.61,18.2754
Plectropomus_leopardus,25030.4,5006.07,20.8411
Plectropomus_maculatus,27958.6,5591.72,19.1913
Plectropomus_oligocanthus,5055.96,1011.19,9.882
Plectropomus_pessuliferus,24589.7,4917.95,21.1955
Plecturocebus_cupreus,1266.2,379.86,6.6573
Plectus_palustris,3.33365e-6,2.33355e-7,0.0056504
Plegadis_chihi,501.507,140.422,3.5671
Plegadis_falcinellus,611.876,171.325,3.0348
Plesiodryas_albonotata,38.3024,10.7247,0.86031
Plestiodon_chinensis,51.1088,15.3326,3.4953
Plestiodon_egregius,5.88297,1.76489,1.3
Plestiodon_fasciatus,10.6505,3.19514,0.841519
Plestiodon_septentrionalis,13.024,3.9072,1.10641
Plethodon_cinereus,1.20385,0.337078,1.0345
Plethodon_glutinosus,165.804,46.4251,2.5424
Plethodon_jordani,2.14949,0.601857,1.2166
Plethodon_kentucki,1.94209,0.543784,1.2015
Pleuragramma_antarcticum,176.903,35.3806,3.24426
Pleurobema_riddellii,33.3443,3.00099,1.97796
Pleurobema_strodeanum,30.6021,2.75419,2.76894
Pleurobrachia_bachei,8.95195,0.0895195,2.00575
Pleurobrachia_pileus,9.7083,0.097083,1.45132
Pleurodeles_waltl,65.4485,18.3256,3.65
Pleurodema_thaul,38.7076,10.8381,2.4069
Pleurogrammus_azonus,4407.24,881.448,10.5537
Pleurogrammus_monopterygius,4271.74,854.349,9.44624
Pleuroncodes_monodon,33.0934,5.62587,2.62278
Pleuronectes_platessa,5416.71,1083.34,14.3553
Pleuronectes_quadrituberculatus,19936.5,3987.31,10.0944
Pleuronichthys_cornutus,417.552,83.5103,6.15815
Pleuroxus_aduncus,1.52611e-5,2.59439e-6,0.02149
Pleuroxus_striatus,3.81273e-5,6.48165e-6,0.0293
Plicofollis_dussumieri,5737.4,1147.48,13.1341
Plicofollis_layardi,1086.2,217.239,9.65767
Ploceus_aurantius,24.7954,6.94272,1.0425
Ploceus_castaneiceps,17.9532,5.02688,1.4599
Ploceus_cucullatus,34.1237,9.55465,1.5372
Ploceus_philippinus,23.7334,6.64536,0.9507
Plodia_interpunctella,0.0114905,0.00195338,0.177491
Plotosus_canius,8425.67,1685.13,16.4015
Plotosus_lineatus,502.922,100.584,7.14713
Pluvialis_apricaria,262.792,73.5818,3.3904
Pluvialis_dominica,118.342,33.1358,2.8505
Pluvialis_squatarola,201.972,56.5522,3.162
Podarcis_muralis,5.59912,1.67974,1.1352
Podarcis_muralis_Castanet,5.25632,1.57689,1.3094
Podarcis_siculus,7.07381,2.12214,1.5782
Podarcis_tauricus,6.91123,2.07337,1.6002
Podargus_ocellatus,171.426,47.9993,2.7353
Podargus_papuensis,342.191,95.8135,3.3734
Podargus_strigoides,471.619,132.053,3.3423
Podiceps_nigricollis,254.7,71.3159,1.8289
Podilymbus_podiceps,435.418,121.917,3.2408
Podocnemis_expansa,94907.6,28472.3,33.0386
Podocnemis_lewyana,10646.1,3193.83,17.4817
Podocnemis_unifilis,11940.2,3582.05,19.9931
Podomys_floridanus,23.532,7.0596,0.98917
Poecile_atricapillus,12.3387,3.45483,1.1428
Poecile_gambeli,11.4561,3.20771,0.8981
Poecile_montanus,11.295,3.16261,1.2886
Poecile_palustris,12.0631,3.37766,1.2854
Poecilia_latipinna,50.3099,10.062,1.8601
Poecilia_reticulata,1.08347,0.216695,0.72018
Poecilia_reticulata_HPO,1.41853,0.283706,0.98862
Poecilia_reticulata_HPY,1.06862,0.213724,0.88358
Poecilia_reticulata_HP_Cur96,1.62318,0.324636,0.86022
Poecilia_reticulata_HP_Mad91,1.68661,0.337322,0.94269
Poecilia_reticulata_HP_Mrn91,1.99181,0.398362,0.92243
Poecilia_reticulata_HP_Mrn96,1.50956,0.301912,0.8623
Poecilia_reticulata_HP_Yar91,1.8419,0.36838,0.9538
Poecilia_reticulata_HP_Yar96,1.90418,0.380836,0.92265
Poecilia_reticulata_LPO,0.92468,0.184936,0.8591
Poecilia_reticulata_LPY,0.938287,0.187657,0.87507
Poecilia_reticulata_LP_Mad91,2.23607,0.447214,1.0583
Poecilia_reticulata_LP_Mrn91,1.59106,0.318212,0.92637
Poecilia_reticulata_LP_Mrn96,1.16046,0.232092,0.7786
Poecilia_reticulata_LP_PaT96,1.66077,0.332153,0.88767
Poecilia_reticulata_LP_Par96,2.08957,0.417915,1.0438
Poecilia_reticulata_LP_Yar91,1.69125,0.338249,0.97052
Poecilogale_albinucha,288.971,86.6913,2.4828
Pogona_barbata,705.557,211.667,4.0749
Pogonias_cromis,51776.2,10355.2,26.161
Pogonichthys_macrolepidotus,921.667,184.333,7.19456
Pogonocichla_stellata,20.4097,5.7147,1.5816
Pogonotriccus_ophthalmicus,10.2451,2.86863,0.68059
Poicephalus_cryptoxanthus,171.178,47.9298,2.4125
Poicephalus_robustus,360.672,100.988,2.7593
Poliocitellus_franklinii,767.57,230.271,2.7519
Poliocrania_exsul,27.1308,7.59661,1.2303
Poliolimnas_cinereus,51.7943,14.5024,1.3758
Pollachius_pollachius,18265.8,3653.17,24.8156
Pollachius_virens,32381.6,6476.31,30.494
Pollicipes_polymerus,4.32564,0.735359,1.36627
Polyclinum_aurantium,0.00813316,0.00048799,0.16917
Polydactylus_macrochir,44125.0,8825.0,19.4303
Polydactylus_octonemus,186.852,37.3704,2.95734
Polydactylus_quadrifilis,84621.6,16924.3,24.0047
Polymixia_lowei,304.357,60.8714,6.23162
Polymixia_nobilis,2699.44,539.887,11.7454
Polymixia_yuri,50.0209,10.0042,3.59607
Polyodon_spathula,29341.8,5868.36,17.5936
Polyplectron_inopinatum,631.084,176.704,7.1519
Polyprion_americanus,102562.0,20512.4,24.5221
Polyprion_oxygeneios,27932.6,5586.52,14.952
Polypterus_senegalus,1836.1,367.22,8.3757
Polysteganus_undulosus,35879.7,7175.94,19.1594
Pomacanthus_imperator,2764.77,552.955,12.2979
Pomacanthus_maculosus,2855.69,571.137,10.7663
Pomacanthus_paru,1940.56,388.113,10.1737
Pomacanthus_sexstriatus,1253.93,250.787,8.72855
Pomacea_canaliculata,687.654,103.148,3.2054
Pomacea_urceus,243.877,36.5816,3.1511
Pomacentrus_amboinensis,50.3783,10.0757,3.38932
Pomacentrus_coelestis,29.6431,5.92862,2.60234
Pomacentrus_moluccensis,19.9185,3.9837,2.37067
Pomacentrus_wardi,11.7558,2.35116,2.02783
Pomadasys_argenteus,4083.78,816.756,11.8338
Pomadasys_argyreus,872.868,174.574,9.04945
Pomadasys_commersonnii,7859.55,1571.91,15.3142
Pomadasys_incisus,1906.45,381.289,9.59928
Pomadasys_jubelini,2682.43,536.486,9.46101
Pomadasys_kaakan,6330.71,1266.14,17.4568
Pomadasys_maculatus,2725.39,545.078,10.6534
Pomadasys_striatus,182.913,36.5826,5.43979
Pomadasys_stridens,169.301,33.8601,4.29014
Pomatomus_saltatrix,15094.2,3018.83,6.61212
Pomatorhinus_schisticeps,42.0749,11.781,0.97286
Pomatoschistus_microps,6.73489,1.34698,1.6667
Pomatoschistus_minutus,5.67287,1.13457,1.136
Pomatoschistus_norvegicus,3.93342,0.786683,0.97715
Pomatostomus_ruficeps,50.8885,14.2488,1.263
Pomatostomus_superciliosus,43.8222,12.2702,0.88067
Pomatostomus_temporalis,75.1552,21.0434,2.1859
Pomoxis_annularis,1902.07,380.413,8.49047
Pomoxis_nigromaculatus,1686.0,337.2,9.12367
Pongo_pygmaeus,39322.3,11796.7,18.4836
Ponticola_cyrius,63.0537,12.6107,3.1627
Ponticola_iranicus,18.9143,3.78286,2.1412
Pontinus_clemensi,2893.79,578.759,8.33989
Pontinus_kuhlii,781.778,156.356,4.8041
Pontoporia_blainvillei,38308.9,11492.7,21.4198
Pooecetes_gramineus,25.2902,7.08125,1.7377
Poospiza_ornata,12.0096,3.36269,1.4924
Porcellio_scaber,0.0812492,0.0138124,0.38934
Porichthys_analis,550.197,110.039,6.0518
Porichthys_porosissimus,404.239,80.8479,5.7468
Poroderma_africanum,4987.43,997.486,10.1793
Poromitra_crassiceps,36.8041,7.36082,2.6068
Porphyrio_hochstetteri,1939.02,542.925,3.9763
Porphyrio_martinica,243.756,68.2516,2.6861
Porphyrio_porphyrio,726.018,203.285,3.072
Portunus_trituberculatus,2673.4,454.478,8.16675
Porzana_carolina,68.8503,19.2781,1.7031
Potamalosa_richmondia,511.38,102.276,6.30269
Potamilus_purpuratus,122.17,10.9953,3.96617
Potamopyrgus_antipodarum,0.0374197,0.00561296,0.316898
Potamorhina_latior,274.873,54.9747,3.20048
Potamotrygon_leopoldi,64605.6,12921.1,24.7844
Potamotrygon_motoro,34122.0,6824.4,19.2997
Potomida_littoralis,37.5409,3.37868,1.16224
Potorous_tridactylus,1496.32,448.895,7.4598
Potos_flavus,3165.38,949.615,4.9717
Praomys_morio,37.8285,11.3485,1.4094
Praomys_tullbergi,30.0861,9.02584,1.2269
Praunus_flexuosus,0.231163,0.0392978,0.419643
Premnoplex_brunnescens,24.8596,6.96068,1.556
Priacanthus_arenatus,1448.19,289.638,8.04323
Priacanthus_hamrur,1026.27,205.254,8.50861
Priacanthus_macracanthus,412.655,82.5311,5.73947
Priacanthus_tayenus,653.772,130.754,6.3526
Prinia_flaviventris,8.85673,2.47989,0.70433
Prinia_hodgsonii,6.19569,1.73479,0.64425
Prinia_inornata,7.91933,2.21741,0.55188
Prinia_maculosa,8.73623,2.44615,1.2004
Priodontes_maximus,44128.9,13238.7,17.8575
Prionace_glauca,369686.0,73937.2,35.3373
Prionailurus_bengalensis,3919.87,1175.96,8.4844
Prionailurus_rubiginosus,1454.14,436.243,5.7197
Prionailurus_viverrinus,6936.73,2081.02,5.7025
Prionodon_linsang,815.375,244.613,2.9461
Prionotus_albirostris,92.5063,18.5013,4.40024
Prionotus_carolinus,560.279,112.056,7.76756
Prionotus_evolans,606.044,121.209,7.93955
Prionotus_punctatus,852.961,170.592,9.13413
Prionotus_stephanophrys,1351.45,270.29,10.8611
Prionurus_maculatus,2799.34,559.867,9.71713
Pristiophorus_cirratus,83785.1,16757.0,33.08
Pristipomoides_argyrogrammicus,951.977,190.395,6.27203
Pristipomoides_auricilla,1120.88,224.176,4.85405
Pristipomoides_filamentosus,16010.8,3202.16,9.57457
Pristipomoides_flavipinnis,5351.79,1070.36,11.9492
Pristipomoides_macrophthalmus,403.692,80.7385,5.20896
Pristipomoides_multidens,9718.38,1943.68,14.0365
Pristipomoides_sieboldii,6924.32,1384.86,10.559
Pristipomoides_typus,6127.27,1225.45,12.8984
Pristipomoides_zonatus,2064.38,412.877,6.10272
Pristis_clavata,214871.0,42974.2,29.0698
Pristis_microdon,2.40388e6,480777.0,56.4235
Pristis_pectinata,348409.0,69681.9,33.276
Pristis_perotteti,2.27452e6,454905.0,59.7744
Pristis_pristis,2.90851e6,581702.0,57.6685
Pristis_zijsron,2.70045e6,540089.0,61.3884
Pristolepis_fasciata,482.786,96.5571,7.48123
Pristolepis_grootii,120.898,24.1797,4.68675
Probosciger_aterrimus,752.522,210.706,3.6508
Procambarus_clarkii,72.1875,12.2719,1.0486
Procambarus_viaeviridis,5.13345,0.872686,1.1017
Procambarus_virginalis,42.3238,7.19504,1.8472
Procavia_capensis,4133.5,1240.05,8.1686
Procellaria_aequinoctialis,1226.48,343.415,3.901
Procellaria_cinerea,1101.18,308.332,3.5715
Prochilodus_lineatus,7242.11,1448.42,13.1862
Prochilodus_magdalenae,2179.98,435.997,10.57
Prochilodus_nigricans,1353.54,270.709,10.2595
Procnias_averano,127.419,35.6773,2.4379
Procyon_cancrivorus,7000.88,2100.27,3.4926
Procyon_lotor,6507.98,1952.4,6.4944
Procypris_rabaudi,2849.63,569.926,11.1526
Proechimys_semispinosus,495.122,148.537,3.2851
Profelis_aurata,10799.6,3239.87,6.7263
Progne_chalybea,43.1616,12.0853,1.8791
Progne_subis,64.1244,17.9548,1.9537
Progne_tapera,37.9251,10.619,1.7014
Promerops_cafer,32.8346,9.19368,1.8284
Promethichthys_prometheus,3846.82,769.364,7.37973
Pronodularia_japanensis,12.4256,1.1183,1.18631
Pronotogrammus_martinicensis,161.101,32.2202,5.0048
Propithecus_coquereli,4321.66,1296.5,7.9767
Propithecus_diadema,5779.39,1733.82,12.9823
Propithecus_tattersalli,3952.06,1185.62,9.3843
Propithecus_verreauxi,4937.85,1481.35,8.909
Prosomyleus_rhomboidalis,1317.84,263.568,5.26098
Prosopeia_tabuensis,257.031,71.9687,2.2948
Prosopium_abyssicola,481.133,96.2266,2.6129
Prosopium_coulterii,181.218,36.2436,4.3298
Prosopium_cylindraceum,1840.41,368.083,7.8997
Prosopium_gemmifer,72.4513,14.4903,1.7
Prosopium_spilonotus,680.556,136.111,2.4677
Prosopium_williamsoni,3650.66,730.131,9.4756
Prosthemadera_novaeseelandiae,92.0384,25.7707,1.4674
Proteles_cristatus,8937.94,2681.38,7.699
Proteus_anguinus,20.443,5.72403,2.5923
Protomyctophum_arcticum,2.2341,0.446819,1.15752
Protonibea_diacanthus,52217.7,10443.5,25.4395
Protonotaria_citrea,23.2588,6.51247,1.6877
Protopterus_aethiopicus,16698.9,3339.78,15.0099
Protoreaster_nodosus,652.218,58.6996,8.11859
Protosalanx_hyalocranius,38.0586,7.61172,1.4416
Prototroctes_maraena,163.405,32.6809,4.2031
Protoxerus_stangeri,1499.63,449.889,2.4555
Prunella_modularis,19.7688,5.53525,0.64681
Psalidodon_fasciatus,108.528,21.7057,3.94256
Psaltriparus_minimus,5.04899,1.41372,0.46873
Psammechinus_miliaris,76.8762,6.91886,4.03794
Psammobates_geometricus,682.4,204.72,7.4955
Psammobates_oculiferus,544.891,163.467,7.1183
Psammogobius_biocellatus,41.357,8.2714,2.0139
Psammomys_obesus,209.112,62.7335,1.4994
Psammophis_sibilans,2324.59,697.378,4.6831
Psammophylax_rhombeatus,1687.63,506.289,10.4881
Psectrogaster_rutiloides,163.319,32.6639,3.87631
Psenopsis_anomala,506.005,101.201,7.55497
Psettodes_erumei,3178.67,635.733,13.3964
Pseudacris_crucifer,5.02347,1.40657,1.4997
Pseudacris_regilla,2.7102,0.758857,1.1968
Pseudanodonta_complanata,24.4049,2.19645,2.70719
Pseudantechinus_macdonnellensis,42.6692,12.8008,1.5663
Pseudanthias_squamipinnis,73.5431,14.7086,3.0688
Pseudapocryptes_elongatus,46.9264,9.38528,3.0397
Pseudaspius_leptocephalus,2027.12,405.425,10.1278
Pseudechis_porphyriacus,976.936,293.081,7.6319
Pseudemydura_umbrina,1095.75,328.724,7.7963
Pseudemys_alabamensis,5116.47,1534.94,14.5049
Pseudemys_concinna,4888.19,1466.46,12.4951
Pseudemys_nelsoni,4255.05,1276.52,9.4574
Pseudemys_peninsularis,6526.93,1958.08,12.7837
Pseudemys_texana,4777.36,1433.21,12.1125
Pseudetroplus_maculatus,9.91929,1.98386,1.9069
Pseudis_paradoxa,33.2576,9.31213,2.5092
Pseudobagrus_vachellii,571.256,114.251,7.63373
Pseudobarbus_burchelli,31.4946,6.29892,2.71173
Pseudobathylagus_milleri,88.2482,17.6496,3.40684
Pseudobatos_horkelii,12033.6,2406.71,9.9858
Pseudobatos_percellens,4016.21,803.242,11.4938
Pseudobulweria_rostrata,629.342,176.216,3.2749
Pseudocaranx_dentex,21076.0,4215.2,19.6938
Pseudocarcharias_kamoharai,11763.9,2352.78,13.1024
Pseudochaenichthys_georgianus,2819.51,563.902,10.9753
Pseudocheirus_peregrinus,1163.67,349.101,4.8843
Pseudochondrostoma_polylepis,797.301,159.46,6.31587
Pseudochromis_flavivertex,3.40541,0.681082,0.81725
Pseudochromis_fuscus,6.40633,1.28127,1.67358
Pseudocolaptes_boissonneautii,44.7091,12.5186,0.95041
Pseudocrenilabrus_philander,28.8474,5.76949,2.6616
Pseudocyttus_maculatus,5935.21,1187.04,11.1609
Pseudoeurycea_gadovii,13.3156,3.72837,2.1452
Pseudoeurycea_smithi,8.6375,2.4185,1.8657
Pseudoleistes_virescens,80.1185,22.4332,2.7273
Pseudoliparis_swirei,97.0165,19.4033,3.71299
Pseudomys_albocinereus,40.2792,12.0838,1.2202
Pseudomys_australis,53.6198,16.086,1.7564
Pseudomys_gracilicaudatus,70.6039,21.1812,1.3665
Pseudomys_hermannsburgensis,14.9451,4.48352,1.2184
Pseudomys_novaehollandiae,16.2872,4.88617,0.86104
Pseudopercis_semifasciata,22081.0,4416.2,16.0647
Pseudophoxinus_antalyae,146.954,29.3908,4.19617
Pseudophoxinus_callensis,12.1974,2.43947,2.16982
Pseudophoxinus_fahrettini,152.898,30.5795,4.15818
Pseudophryne_bibronii,0.849248,0.237789,0.51803
Pseudophycis_bachus,16360.7,3272.15,8.1196
Pseudoplatystoma_corruscans,71107.2,14221.4,31.95
Pseudoplatystoma_fasciatum,12202.8,2440.55,13.4205
Pseudoplatystoma_orinocoense,1230.15,246.03,7.46072
Pseudoplatystoma_punctifer,9144.2,1828.84,13.5051
Pseudoplatystoma_reticulatum,1979.76,395.953,5.66216
Pseudoplatystoma_tigrinum,23396.6,4679.32,15.5815
Pseudopleuronectes_americanus,3650.18,730.036,9.33501
Pseudopleuronectes_herzensteini,1384.01,276.802,7.26223
Pseudopleuronectes_yokohamae,4161.13,832.227,10.9826
Pseudorasbora_parva,20.9309,4.18618,2.29741
Pseudorca_crassidens,1.16428e6,349284.0,52.7847
Pseudorhombus_arsius,962.934,192.587,6.8135
Pseudoseisura_lophotes,69.8198,19.5496,2.1255
Pseudosida_bidentata,0.000517371,8.79531e-5,0.057394
Pseudosida_ramosa,0.000651145,0.000110695,0.06629
Pseudospingus_xanthophthalmus,12.9068,3.61392,0.8408
Pseudotolithus_elongatus,2192.06,438.411,12.1685
Pseudotolithus_senegalensis,18821.8,3764.37,25.7633
Pseudotolithus_typus,25584.3,5116.86,28.2048
Pseudotriton_ruber,10.855,3.0394,2.0277
Pseudoxiphophorus_bimaculatus,9.54273,1.90855,1.7161
Pseudunio_auricularius,200.851,18.0766,2.32085
Pseudupeneus_maculatus,414.338,82.8676,5.8377
Psilopogon_australis,32.5951,9.12664,1.2548
Psilopogon_faiostrictus,91.8557,25.7196,1.6178
Psilopogon_lineatus,160.751,45.0104,3.3846
Psiloscops_flammeolus,66.2142,18.54,1.8038
Psittacosaurus_lujiatunensis,46530.6,13959.2,16.9611
Psittacosaurus_mongoliensis,29726.6,8917.99,20.7573
Psittacula_alexandri,147.554,41.315,1.949
Psittacula_eupatria,244.976,68.5933,3.0369
Psittacula_krameri,147.451,41.2863,2.4497
Psittaculirostris_salvadorii,95.0437,26.6122,2.1088
Psittrichas_fulgidus,872.335,244.254,3.8867
Psophia_crepitans,1266.06,354.497,5.1626
Psophia_leucoptera,1171.99,328.156,3.7048
Psophodes_olivaceus,55.4823,15.5351,1.0195
Pterapogon_kauderni,10.862,2.1724,2.00167
Pteria_hirundo,30.3717,2.73345,2.4644
Pteria_penguin,315.186,28.3667,6.12297
Pteria_sterna,118.76,10.6884,3.9014
Pternistis_bicalcaratus,384.542,107.672,6.5648
Pterocaesio_tile,539.441,107.888,6.34965
Pterocles_alchata,307.915,86.2163,3.2293
Pterocles_namaqua,163.422,45.7581,2.3385
Pterocles_orientalis,317.809,88.9865,3.212
Pteroctopus_tetracirrhus,10383.8,2180.6,12.6022
Pterodaustro_guinazui,5371.51,1611.45,12.7265
Pterodoras_granulosus,6343.33,1268.67,14.4139
Pterodroma_atrata,530.339,148.495,3.1926
Pterodroma_axillaris,621.164,173.926,3.3561
Pterodroma_hypoleuca,350.723,98.2026,2.8015
Pterodroma_incerta,763.128,213.676,3.3732
Pterodroma_leucoptera,556.591,155.845,3.7368
Pterodroma_macroptera,679.512,190.263,3.3809
Pterodroma_mollis,307.251,86.0303,2.2402
Pterodroma_nigripennis,338.607,94.8099,2.714
Pterodroma_phaeopygia,714.443,200.044,3.2023
Pterodroma_pycrofti,242.508,67.9021,2.5368
Pterodroma_sandwichensis,565.505,158.341,2.8964
Pterodroma_solandri,585.692,163.994,3.0358
Pteroglossus_aracari,224.6,62.8881,4.0562
Pteroglossus_bailloni,126.689,35.473,2.532
Pteroglossus_castanotis,204.367,57.2228,3.1016
Pteroglossus_torquatus,175.178,49.0499,2.7496
Pteroglossus_viridis,141.904,39.7332,2.8695
Pterogymnus_laniarius,1762.46,352.493,7.51081
Pterois_miles,1095.89,219.177,9.69355
Pterois_volitans,1010.14,202.028,8.08043
Pteronotropis_welaka,2.23566,0.447133,0.987012
Pteronotus_davyi,10.2572,3.07715,1.1835
Pteronotus_parnellii,16.0491,4.81472,0.97654
Pteronotus_personatus,9.97689,2.99307,0.77352
Pteronotus_quadridens,9.88934,2.9668,0.76394
Pteronura_brasiliensis,23977.6,7193.28,10.2766
Pterophanes_cyanopterus,10.005,2.80141,0.96641
Pterophyllum_scalare,27.3246,5.46491,2.1784
Pteroplatytrygon_violacea,46649.5,9329.89,25.5234
Pteropus_alecto,711.648,213.494,1.9738
Pteropus_hypomelanus,470.881,141.264,3.1978
Pteropus_medius,1495.02,448.507,4.9058
Pteropus_poliocephalus,1061.36,318.408,2.03
Pteropus_pumilus,209.772,62.9317,3.1245
Pteropus_rodricensis,336.542,100.963,3.5671
Pteropus_rufus,831.903,249.571,2.9336
Pteropus_scapulatus,539.804,161.941,3.1202
Pteropus_vampyrus,1093.61,328.084,3.2777
Pteroscion_peli,384.354,76.8708,5.92404
Pterygioteuthis_gemmata,0.326906,0.0686503,0.436369
Pterygoplichthys_disjunctivus,6824.17,1364.83,13.2432
Ptilinopus_melanospilus,94.5271,26.4676,2.7971
Ptilinopus_perlatus,216.129,60.5162,2.9593
Ptilinopus_superbus,114.248,31.9895,2.2711
Ptilocercus_lowii,57.4601,17.238,3.589
Ptiloprora_guisei,23.1682,6.4871,0.94696
Ptiloris_magnificus,128.322,35.9302,1.4064
Ptilosarcus_gurneyi,324.33,6.48661,5.2863
Ptychobarbus_dipogon,2217.23,443.447,6.08783
Ptychocheilus_grandis,17924.5,3584.9,20.352
Ptychocheilus_lucius,58335.8,11667.2,23.7954
Ptychocheilus_oregonensis,2406.93,481.387,8.39647
Ptychoramphus_aleuticus,180.029,50.4082,2.3245
Puffinus_assimilis,314.032,87.929,2.7464
Puffinus_baroli,202.226,56.6232,2.4236
Puffinus_gavia,548.502,153.581,3.2817
Puffinus_huttoni,785.547,219.953,3.3619
Puffinus_lherminieri,209.136,58.5581,2.5121
Puffinus_opisthomelas,513.4,143.752,3.2207
Puffinus_puffinus,679.355,190.219,3.5863
Puma_concolor,39407.2,11822.2,10.0922
Puma_yagouaroundi,7049.77,2114.93,8.5368
Punctum_pygmaeum,0.00049474,7.4211e-5,0.0659286
Pungitius_pungitius,4.67844,0.935688,1.42463
Puntius_chola,44.924,8.9848,3.04448
Puntius_dorsalis,161.362,32.2723,4.79803
Puntius_sophore,100.716,20.1431,3.21567
Pusa_hispida,92898.1,27869.4,24.8137
Pusa_sibirica,58994.1,17698.2,21.2387
Pycnochromis_margaritifer,16.6464,3.32927,2.2527
Pycnogonum_litorale,0.0772126,0.0131261,0.243073
Pycnonotus_aurigaster,44.4315,12.4408,0.95518
Pycnonotus_barbatus,33.5382,9.39071,0.95332
Pycnonotus_blanfordi,33.6829,9.43122,1.1924
Pycnonotus_finlaysoni,30.4693,8.53141,1.4266
Pycnonotus_goiavier,28.7219,8.04213,1.3277
Pycnonotus_jocosus,28.552,7.99457,1.1097
Pyganodon_grandis,316.051,28.4446,5.83545
Pygocentrus_nattereri,3498.98,699.797,10.3996
Pygoscelis_adeliae,5030.24,1408.47,7.9726
Pygoscelis_antarcticus,3983.74,1115.45,6.337
Pygoscelis_papua,5658.33,1584.33,6.9952
Pylodictis_olivaris,57528.6,11505.7,23.1164
Pyrgulopsis_robusta,0.137053,0.020558,0.289581
Pyriglena_leuconota,33.2145,9.30007,0.90576
Pyrosoma_atlanticum,6301.26,504.101,9.1759
Pyrrhocorax_graculus,217.683,60.9514,1.512
Pyrrholaemus_sagittatus,13.0303,3.64849,1.3778
Pyrrhomyias_cinnamomeus,27.1787,7.61002,0.82489
Pyrrhula_pyrrhula,27.0108,7.56302,0.70137
Python_molurus,39861.6,11958.5,23.9373
Python_regius,4798.05,1439.41,12.0388
Python_sebae,97836.5,29351.0,15.9066
Pyxicephalus_adspersus,982.613,275.132,5.1021
Quadrula_quadrula,48.1678,4.3351,2.9299
Quintana_atrizona,0.204187,0.0408373,0.274944
Quiscalus_major,109.447,30.6452,2.4007
Quiscalus_mexicanus,115.235,32.2659,2.5085
Quiscalus_quiscula,92.9223,26.0182,2.4186
Rachycentron_canadum,68257.7,13651.5,18.3388
Raconda_russeliana,33.8865,6.77729,2.90732
Radix_natalensis,0.933082,0.139962,0.843637
Radix_rubiginosa,0.40869,0.0613036,0.636393
Raiamas_moorii,62.8136,12.5627,3.8704
Raja_asterias,3055.75,611.149,7.4998
Raja_brachyura,7741.57,1548.31,14.92
Raja_clavata,9312.12,1862.42,12.26
Raja_microocellata,52334.7,10466.9,26.7292
Raja_miraletus,1444.74,288.948,7.4828
Raja_montagui,2871.9,574.38,9.1086
Raja_polystigma,1253.17,250.634,8.7048
Raja_radula,3716.77,743.355,9.6929
Raja_texana,2704.43,540.885,9.8465
Raja_undulata,7468.69,1493.74,11.576
Rajella_fyllae,1448.01,289.601,3.167
Rallus_elegans,336.356,94.1796,2.7332
Rallus_limicola,66.4019,18.5925,2.0082
Ramazzottius_oberhaeuseri,5.20388e-6,3.64272e-7,0.0122722
Ramnogaster_arcuata,16.0321,3.20642,1.72756
Ramphastos_dicolorus,361.669,101.267,2.9522
Ramphastos_sulfuratus,440.796,123.423,2.8216
Ramphastos_toco,684.018,191.525,3.9792
Ramphastos_tucanus,725.934,203.262,4.9693
Ramphocelus_carbo,27.3493,7.6578,0.86973
Ramphocelus_dimidiatus,28.6518,8.0225,0.92328
Ramphocelus_flammigerus,32.8024,9.18467,0.98415
