chemical_cas,chemical,species,n_records,LC50_ugL,amp_k_M,amp_p_M,amp_L_m
63252,Carbaryl,Megalonaias_nervosa,1,27400.0,0.0031718703020635138,7.4616,4.4079
63252,Carbaryl,Menidia_beryllina,4,1649.2,0.09126481833857349,476.9745,0.3877
63252,Carbaryl,Micropterus_salmoides,2,10400.0,0.002786464037361603,14.6298,17.868699999999997
63252,Carbaryl,Moina_micrura,1,119.6,2.373078641269841,10561.5322,0.018332
63252,Carbaryl,Morone_saxatilis,4,1000.0,0.08174021854849561,428.2813,12.064
63252,Carbaryl,Mugil_cephalus,3,2400.0,0.0037281005223024533,19.4916,14.0149
63252,Carbaryl,Mugil_curema,2,3259.6,0.00505929552179726,26.4215,13.566
63252,Carbaryl,Mystus_cavasius,1,4600.0,1.0202487929148587,5327.0642,1.8744999999999998
63252,Carbaryl,Oncorhynchus_kisutch,18,2049.4,0.11114117891634795,600.0,1.1834
63252,Carbaryl,Oncorhynchus_mykiss,109,1990.0,0.06539736492652932,343.8644,4.3981
63252,Carbaryl,Oncorhynchus_tshawytscha,2,2540.9,0.004368308829635956,22.9911,10.2558
63252,Carbaryl,Oreochromis_mossambicus,8,10000.0,0.0025498337005197746,13.3524,6.101
63252,Carbaryl,Oreochromis_niloticus,5,8500.0,0.029413401117989325,153.7862,6.9596
63252,Carbaryl,Oryzias_latipes,7,4800.0,0.06987798696149031,363.9773,0.18883
63252,Carbaryl,Paratya_australiensis,1,12.0,0.14678544642893704,652.3937,0.42316
63252,Carbaryl,Parophrys_vetulus,1,4100.0,0.15145790223853567,787.2864,2.5861
63252,Carbaryl,Perca_flavescens,28,4443.0,0.015843095558388757,82.7632,5.8403
63252,Carbaryl,Physella_acuta,1,27000.0,0.06310423108260434,246.0052,0.17439
63252,Carbaryl,Pimephales_promelas,58,8271.3,0.0567493727280711,334.7915,0.20018
63252,Carbaryl,Poecilia_reticulata,19,4600.0,0.011307274615239863,59.0125,0.72018
63252,Carbaryl,Pomoxis_nigromaculatus,2,3118.3,0.005658585291392334,29.5263,9.1211
63252,Carbaryl,Procambarus_clarkii,2,860.23,1.0418922898925578,4632.1183,1.0486
63252,Carbaryl,Pseudacris_regilla,2,3006.3,0.005046711533881843,36.9522,1.1968
63252,Carbaryl,Ptychocheilus_lucius,14,3593.2,0.0025279590607179747,13.2704,9.4057
63252,Carbaryl,Rhinella_arenarum,1,24640.0,0.010145060748616576,74.5456,5.274699999999999
63252,Carbaryl,Salmo_salar,30,1300.0,0.0027762587064676615,13.9507,4.83
63252,Carbaryl,Salmo_trutta,4,3671.8,0.015451520580829183,80.7627,8.6375
63252,Carbaryl,Salvelinus_fontinalis,29,2130.0,0.014773396411701214,77.1709,4.4694
63252,Carbaryl,Salvelinus_namaycush,10,1093.6,0.006796700098517356,35.5698,4.1985
63252,Carbaryl,Scaphirhynchus_platorynchus,4,1508.3,0.0026170713834988315,13.7092,16.707200000000004
63252,Carbaryl,Simocephalus_serrulatus,1,8.0,0.4067796610169492,1800.0,0.05966
63252,Carbaryl,Terapon_jarbua,1,2200.0,0.0035666860972216807,18.6412,3.0478
63252,Carbaryl,Xenopus_laevis,3,4700.0,0.020845839017735335,152.8,4.516
63252,Carbaryl,Xyrauchen_texanus,12,4631.7,0.12201925408318796,639.7244,4.2149
