species,k_M,E_m,lambda_max,g,T_A,T_typical,Ww_i,CTmax,CTmin,lat,class
Coturnix_pectoralis,0.09144971418077102,55827.38352711482,0.012862973760932945,0.14065624891409034,9000.0,313.84999999999997,107.09883335853394,35.0,30.0,-35.17,Aves
Crangon_crangon,0.02762932238022993,3658.738465882737,0.045152608983532315,1.6342278816016538,9939.8458,283.15,5.64050134486256,33.8,,38.0,Malacostraca
Cricetulus_barabensis,0.3404369910514978,139913.16281345702,0.019866912077021095,0.05835708985577255,8000.0,310.65,59.94427288180306,30.0,27.0,39.25,Mammalia
Crocidura_hildegardeae,1.1508172635871436,211495.29576633652,0.04316756042018659,0.03751035180479615,8000.0,308.15,9.975536706267318,,30.0,,Mammalia
Crocidura_jouvenetae,0.699854184877199,148798.56896877568,0.0373284886675475,0.053337522978586474,8000.0,308.15,10.998461122861961,,31.0,,Mammalia
Crocidura_luna,0.6715613856954264,146751.65955173605,0.03629199604743082,0.0540412191952477,8000.0,308.15,11.810637881547201,,31.0,,Mammalia
Crocidura_olivieri,1.1923726809741109,417198.4327649193,0.025075191373361637,0.021029659412253907,8000.0,307.84999999999997,60.355106385300246,,27.5,,Mammalia
Crocidura_poensis,1.205362339704557,273997.5634641889,0.035337152231144746,0.02931662212028803,8000.0,307.84999999999997,17.572904571674247,,30.0,,Mammalia
Crocidura_russula,0.2691844170469719,33255.97075952045,0.06583054359955365,0.24455555162417297,8000.0,307.84999999999997,11.487371343660945,35.0,27.5,46.51,Mammalia
Crocidura_suaveolens,0.08082055405293583,12231.956788394047,0.056664775950085074,0.7011183802695883,8000.0,308.25,7.776527613851736,35.0,27.5,46.22,Mammalia
Crocidura_viaria,1.196852093722068,357763.4595217773,0.027454119779472846,0.022938606970301395,8000.0,307.84999999999997,15.327914135732009,,31.0,,Mammalia
Crotaphytus_collaris,0.07013709350077543,16742.946196364883,0.034467139146894386,0.491425256259205,9000.0,298.15,40.15481697619764,46.5,,31.85,Lepidosauria
Cryptomys_hottentotus,0.03416019059091883,57010.01326554082,0.010991102196163144,0.3217517820022066,8000.0,307.54999999999995,68.04532325769182,32.0,28.0,-15.23,Mammalia
Ctenomys_talarum,0.4719638178797795,275007.191977768,0.014916718935117429,0.0316056408775748,8000.0,309.25,120.63985885390322,35.0,25.0,-37.8,Mammalia
Ctenotus_pantherinus,0.050529210690317176,28302.586595627232,0.014674033917153183,0.29040694910291054,9625.0,293.15,15.189248051946821,36.9,,-28.1,Lepidosauria
Cyanerpes_cyaneus,1.6354200129223764,359953.8189846777,0.03334275352079506,0.020387884003702506,9000.0,313.34999999999997,14.6928011097794,35.0,25.0,10.15,Aves
Cyanoliseus_patagonus,0.07977122532479392,101032.92929015348,0.010132936854993878,0.12702496186735185,9000.0,314.45,389.5875397340922,30.0,15.0,-37.88,Aves
Cyanoramphus_auriceps,0.2227339686417814,110592.37819388075,0.016247712019524102,0.07294671808975384,9000.0,314.45,40.9452073169658,37.0,22.0,-40.7,Aves
Cyanoramphus_novaezelandiae,0.10545995273794788,105147.69060714233,0.009520559828812678,0.0902765417738223,9000.0,314.45,89.52977246115924,37.0,22.0,-40.54,Aves
Cyanoramphus_unicolor,0.420859784975851,227333.24530845397,0.013906912983876231,0.0330440528659069,9000.0,314.45,130.4276783600163,35.0,18.0,-41.17,Aves
Cyclopes_didactylus,0.11140190400816272,92519.76203645911,0.0099203232384261,0.08904985356174173,8000.0,306.15,267.4579238417772,,25.0,,Mammalia
Cynomys_ludovicianus,0.04275196040652918,74056.29393710889,0.005496601041758631,0.12856956709099068,8000.0,309.65,1090.7103935259693,35.0,30.0,46.9,Mammalia
Cynopterus_brachyotis,0.20581701244273784,91364.00361361858,0.019994202478440463,0.09714552864770218,8000.0,309.65,37.39968103153197,37.0,30.0,4.53,Mammalia
Cyprinella_lutrensis,0.0043000079019203,964.2250216990124,0.023904391378230926,5.559150569829346,8000.0,293.15,8.013137984235938,30.7,,34.2,Actinopteri
Cyprinodon_macularius,0.007618503019041628,872.6848238230368,0.0467596288852793,6.137640002033029,8000.0,293.15,7.2703398873210885,40.0,,33.0,Actinopteri
Cyprinodon_variegatus,0.020150287413280475,1812.4068844471424,0.056516866683689396,2.8047672732668194,8000.0,299.65,16.658200226510154,44.2,6.9,26.0,Actinopteri
Dacelo_novaeguineae,0.031701423474361924,31785.614035052837,0.007554870906961349,0.23831330202163456,9000.0,313.15,359.407377150439,,20.0,,Aves
Daptrius_ater,0.02878090445321312,28585.49453419465,0.007575077048044533,0.2631980193797852,9000.0,313.15,398.6661183123569,35.0,19.5,29.68,Aves
Dascyllus_aruanus,0.008564015146869025,1037.5890289809613,0.043213929585027226,5.045989392116628,8000.0,301.54999999999995,20.04274113870079,40.5,12.0,-5.45,Actinopteri
Dasycercus_cristicauda,0.012393032631219696,14358.704632548115,0.006800865672526756,0.5487652518072511,8000.0,310.84999999999997,118.1994149769093,,30.0,,Mammalia
Dasyprocta_azarae,0.2848698648940891,340467.04281225207,0.0068132721850487415,0.02391713910343527,8000.0,310.65,3196.8622311285435,35.0,18.0,-25.17,Mammalia
Dasyprocta_leporina,0.43267288863552755,306546.47389524354,0.011774696540805065,0.027213853352211687,8000.0,311.45,3288.919436912533,,20.0,,Mammalia
Dasypus_novemcinctus,0.021329863491280358,85743.18385351705,0.002018787663948954,0.09464606582101354,8000.0,307.65,5295.102648911115,,28.0,,Mammalia
Dendrobates_auratus,0.004645200011455898,1399.1946825638636,0.0328325746079919,7.068064782360475,8000.0,293.15,2.031501083648147,34.8,9.5,10.0,Amphibia
Dendrolagus_matschiei,0.004998670316161512,4075.794145628945,0.010107062607393047,2.0219502323878564,8000.0,309.45,18.595345826518795,37.0,27.0,-5.32,Mammalia
Desmodus_rotundus,0.04363399009741271,18872.375608479862,0.02025153553670664,0.46412293470056637,8000.0,307.15,32.23167787629616,,29.0,,Mammalia
Desmognathus_fuscus,0.0030864289948848832,1600.234186639923,0.014960783121541919,4.847279216964433,8000.0,288.15,5.553870620885229,34.9,-2.3,39.7,Amphibia
Desmognathus_ochrophaeus,0.0034964407049615123,1215.7029457960755,0.026090521208064918,7.462023071359969,8000.0,288.15,2.029982743921862,31.5,,37.4,Amphibia
Desmognathus_quadramaculatus,0.0032102317682961828,1294.6443517072873,0.020615442466783655,6.421792554163532,8000.0,288.15,16.464960346901535,31.9,,37.4,Amphibia
Dicentrarchus_labrax,0.003496252390057361,1906.2921386470712,0.015819198074758373,4.524615591181287,8000.0,292.15,9346.612603457846,33.3,,38.0,Actinopteri
Dicrostonyx_groenlandicus,0.050911336418168335,8871.898919863568,0.04885444969977525,0.9595986500629542,8000.0,311.54999999999995,60.53844410292037,,15.5,,Mammalia
Didelphis_marsupialis,0.2398505464308497,243196.9468401461,0.007739735012462287,0.03226899053446058,8000.0,308.15,1027.0382517035177,,25.5,,Mammalia
Didelphis_virginiana,0.009533267700699868,17118.78028577914,0.004363051672113347,0.4576659136292838,8000.0,308.15,3057.149512797767,34.0,22.0,29.39,Mammalia
Diphylla_ecaudata,0.4263510680173503,127938.39284514682,0.02747160988643955,0.06443424667420229,8000.0,305.54999999999995,33.54864737015662,30.0,26.0,-19.37,Mammalia
Diplodus_bellottii,0.0035598160609626307,602.8017980130352,0.0320565977558062,9.005127570309796,8000.0,292.04999999999995,465.51462546889127,27.38,,38.0,Actinopteri
Diplodus_sargus,0.004103595584001458,1947.0244134602713,0.01220312789763244,2.97376475040775,8000.0,292.15,1885.4824751077997,33.8,,38.0,Actinopteri
Diplodus_vulgaris,0.00628055209541795,1720.1622415000736,0.020641353665609114,3.2865508241971684,8000.0,292.15,1483.376788841959,31.1,,38.0,Actinopteri
Dipodillus_dasyurus,0.15799735865072734,70930.72991119744,0.020246309073373395,0.12814333889043272,8000.0,308.34999999999997,27.60953498229685,35.0,32.0,32.31,Mammalia
Dipodomys_agilis,0.9504983051963413,458995.4680955517,0.016633083861063134,0.017499330372427433,8000.0,308.34999999999997,76.3939840100492,36.0,26.0,33.1,Mammalia
Dipodomys_deserti,0.43991603988996597,134265.4532817498,0.025971821610827606,0.0590381328612701,8000.0,309.95,119.81097899961752,35.0,28.5,35.46,Mammalia
Dipodomys_merriami,0.2842247902031373,92309.55500859166,0.024511969270869054,0.08624148953843959,8000.0,310.15,44.53148218811412,,32.0,,Mammalia
Dipodomys_microps,0.66846698682752,275421.4171480101,0.01921419518377693,0.028743671059906266,8000.0,308.34999999999997,55.116126909493104,32.0,27.0,36.05,Mammalia
Dipodomys_panamintinus,0.6384128065103374,282148.43505380023,0.017913014160485508,0.028058669841541553,8000.0,308.34999999999997,69.91713938159056,,33.0,,Mammalia
Dipsosaurus_dorsalis,0.002195359635808272,2044.0208375694817,0.013291880755578724,6.05453454585586,8334.174,305.15,84.7470045626303,47.5,14.0,35.7,Lepidosauria
Dobsonia_anderseni,0.04383259780097787,103506.67282187102,0.011165971913068113,0.2547412764300958,8000.0,309.65,241.26237551562085,,28.0,,Mammalia
Dobsonia_moluccensis,0.4016751484346579,302922.9954533711,0.012507317073170736,0.0311378912086351,8000.0,309.95,514.6032472935586,,17.0,,Mammalia
Dobsonia_praedatrix,0.03254146901557835,56661.88522479563,0.010243558327764165,0.31478475427339614,8000.0,309.65,179.90325562255958,33.0,26.0,-4.3,Mammalia
Drepanoptila_holosericea,0.06918071897990404,67050.17844213484,0.007600897699644658,0.1098701749811621,9000.0,313.65,217.95549202762965,,27.0,,Aves
Ducula_radiata,0.09250214143882896,91910.3523043857,0.007409150819054794,0.08009707347104407,9000.0,313.65,285.82982077573104,,22.0,,Aves
Ducula_rufigaster,0.03971523404851076,44624.60739678076,0.006555899156140258,0.1650726557001391,9000.0,313.65,440.33568134448115,,26.0,,Aves
Ducula_zoeae,0.05184109475996117,56832.70529842265,0.006702252616741927,0.12928455017733015,9000.0,313.65,552.1895347796398,32.0,19.0,-6.66,Aves
Egernia_cunninghami,0.010845543991095608,39914.52352044229,0.002772196070165577,0.255606917683576,9625.0,298.15,527.9376185340594,41.9,4.7,-33.88,Lepidosauria
Egernia_striolata,0.004405567878609204,11456.76679912534,0.0049954732223692466,1.1338999556956708,9625.0,298.15,62.98857779668216,44.2,6.1,-34.57,Lepidosauria
Elephantulus_edwardii,0.055845713415732,71023.23169308058,0.014008815892760098,0.25084854388866573,8000.0,310.45,51.26979381978092,36.0,32.5,-32.28,Mammalia
Elephantulus_rufescens,0.03077788121279619,2255.162044225422,0.11255686734209717,3.657070042082709,8000.0,310.45,61.01865776527866,,33.0,,Mammalia
Eleutherodactylus_coqui,0.0037641608850998483,1571.2848541778692,0.029249806651198765,7.770604802515736,8000.0,293.65,21.51074262970704,37.2,7.5,18.4,Amphibia
Eligmodontia_typus,0.6544164057218841,114136.79663236985,0.045943546125806145,0.07020537034844963,8000.0,309.75,21.472096580496572,,28.9,,Mammalia
Engraulis_japonicus,0.0244854396287697,3632.107808753555,0.03591554011635208,1.4668121406385666,9800.0,291.54999999999995,689.4703656947714,32.0,8.0,34.9,Actinopteri
Engystomops_pustulosus,0.014732287254455948,7841.303724918522,0.014748427672955975,1.001095581305282,8000.0,300.15,7.401620886057332,,6.0,,Amphibia
Eolophus_roseicapilla,0.07864252415710049,80746.31451269744,0.007387818844351901,0.09394178179725769,9000.0,314.45,323.741875660046,33.0,22.5,-31.9,Aves
Eonycteris_spelaea,0.3064803203132693,159231.76023385293,0.015427250184304003,0.05033683783851118,8000.0,307.15,79.94112550258731,32.5,26.0,3.85,Mammalia
Epimachus_meyeri,0.9447225474781714,419476.0976786707,0.016510881198715667,0.017476963202359856,9000.0,313.34999999999997,181.96343428825801,,18.0,,Aves
Eptesicus_fuscus,0.03175040024602427,3478.7274983168477,0.07746276760781882,2.4397414523150327,8000.0,309.15,25.77902508504883,36.0,26.7,42.78,Mammalia
Eremalauda_dunni,0.6474024409394185,197609.6890456599,0.024327264730732278,0.03757672692032488,9000.0,313.34999999999997,20.425697924124872,43.6,31.5,22.15,Aves
Eremias_argus,0.00384082054795635,3885.536043952896,0.01619452887537994,4.216424244032134,8000.0,288.15,6.956727665037004,44.9,1.0,35.59,Lepidosauria
Eremias_multiocellata,0.01127652124214389,8255.281618361736,0.011336387770831551,1.0053089536570836,8000.0,298.15,27.968533336672635,41.1,9.0,41.45,Lepidosauria
Erinaceus_concolor,0.33407274236570017,358664.4217283048,0.007649695534506088,0.02289829298953154,8000.0,308.34999999999997,700.2701305768986,31.5,27.5,50.0,Mammalia
Erinaceus_europaeus,0.013942224829992075,4064.8845616683607,0.027643191884095277,1.982695891162945,8000.0,308.15,1288.2486466400358,,26.0,,Mammalia
Erophylla_bombifrons,0.44531555201163103,165407.9061171988,0.023742131086835767,0.05331529738762786,8000.0,305.15,16.106869226965987,,30.0,,Mammalia
Etheostoma_blennioides,0.008626767769515339,7076.39605671469,0.006645082254112704,0.7702864423445622,8000.0,288.15,30.30198193727486,32.2,,43.0,Actinopteri
Etheostoma_caeruleum,0.09732346847394546,29645.27615411154,0.020713866231647636,0.21283526529053948,8000.0,288.15,3.348267708163378,35.6,,38.0,Actinopteri
Etheostoma_cragini,0.009955422740743973,2284.568928617064,0.024660588815980492,2.4771011194786885,8000.0,289.15,2.664229596984697,36.7,,39.0,Actinopteri
Etheostoma_nigrum,0.010873369401292785,4220.573754828011,0.023674645157911282,2.177305330498244,8000.0,286.15,2.555203884424655,36.4,,39.5,Actinopteri
Etheostoma_spectabile,0.17233336096411553,18405.44677411136,0.04960494289458903,0.28784294936903204,11870.8356,291.15,2.476401446871574,29.8,,34.2,Actinopteri
Eudyptula_minor,0.1007103571179747,113203.22449614404,0.007043283985171,0.06993604418382031,9000.0,311.34999999999997,1254.7386188798516,25.0,8.0,-35.58,1
Eulamprus_quoyii,0.006426056033276031,5952.236199485491,0.009918093037908221,1.5434183870401041,8817.0,299.15,43.42151793251329,39.8,6.0,-30.51,Lepidosauria
Euphractus_sexcinctus,0.005212839062970834,7970.655567334804,0.005194458226785238,0.996473929855966,8000.0,306.75,8370.692460482383,,26.0,,Mammalia
Eurostopodus_mystacalis,0.014674194844224333,13721.058270775555,0.007927302100161552,0.5402205834333518,9000.0,312.84999999999997,160.32155126498745,,30.0,,Aves
Eurycea_bislineata,0.008532143165134948,5957.5169193943875,0.019054067124480118,2.2332099632764133,8000.0,288.15,2.1270152270619787,35.0,-2.0,39.7,Amphibia
Eurycea_longicauda,0.013530154968426238,7779.680762029937,0.017503005048481447,1.2936293109226162,8000.0,288.15,4.289569521954904,37.6,,36.11,Amphibia
Eurycea_lucifuga,0.37089814185642345,116221.74738658016,0.025700225206439234,0.06929186832213335,6591.5909,288.15,4.100696849820079,37.2,,36.11,Amphibia
Eurycea_multiplicata,0.06098276156739296,12241.106762597894,0.037591335969095876,0.616425609515127,8000.0,288.15,1.9945509846938791,37.5,,36.1,Amphibia
Fossa_fossana,0.08390359238701375,135089.8035087334,0.006351525470525978,0.07570028040311942,8000.0,311.04999999999995,1688.5415625461194,34.0,26.0,-18.46,Mammalia
Fukomys_damarensis,0.0185310994617439,28335.792578356697,0.012238376383763839,0.6604236520897787,8000.0,308.34999999999997,101.59030991684033,31.0,27.0,-25.47,Mammalia
Fulica_atra,0.21510395685195513,192501.1216301054,0.008714076450892857,0.04051100025505483,9000.0,313.15,727.7519515620736,34.0,20.0,56.0,Aves
Fulmarus_glacialis,0.06769474411764309,49123.29316157911,0.010731216356810059,0.15852362685884225,9000.0,312.15,745.3702402154323,,9.0,,Aves
Fundulus_heteroclitus,0.002197661050545094,298.9454691795216,0.042774087618479,19.46345984876493,8000.0,295.65,59.40874053086838,40.5,,37.16,Actinopteri
Fundulus_notatus,0.004481451826820575,1611.5611162452951,0.01752726052675726,3.9110674852868397,8000.0,294.15,3.603193130472901,38.3,,39.0,Actinopteri
Fundulus_parvipinnis,0.008796967294350842,1627.5319773420406,0.029584914487705984,3.3630811048603717,8000.0,295.65,19.753719681670415,36.1,2.2,33.0,Actinopteri
Galaxias_maculatus,0.004222615844502576,1282.1774884249173,0.0239039093898429,5.660924476699295,8000.0,286.15,42.33733543514156,30.8,,-36.6,Actinopteri
Galerella_sanguinea,0.20819596272176005,181164.51822125504,0.010583927612913121,0.050836372975482866,8000.0,311.84999999999997,483.33939059771694,37.0,26.0,10.21,Mammalia
Gallinula_tenebrosa,0.07529597785014416,68418.9002033775,0.008896541026834187,0.11815426641434011,9000.0,313.54999999999995,389.15627336845387,,17.0,,Aves
Gallirallus_australis,0.013894018280585299,23770.956750542304,0.005268592004703115,0.37919858015914243,9000.0,313.54999999999995,756.2320103170998,,30.0,,Aves
Gambelia_wislizenii,0.006108812878982242,13287.342223511247,0.012985531296997355,2.125704544278136,8000.0,298.15,20.9699748897031,,11.6,,Lepidosauria
Gambusia_affinis,0.02527337432886779,6229.799176860436,0.02329340743579916,0.921657992031279,8359.4185,300.65,2.690683076414206,36.88,,34.2,Actinopteri
Gambusia_holbrooki,0.004192513679015302,1845.573303229736,0.01350254997362096,3.2206334927909674,6000.0,300.65,8.018314154035394,39.8,,33.5,Actinopteri
Gasterosteus_aculeatus,0.020840201294712795,2186.619587783413,0.05064878435517971,2.430340457797277,8000.0,293.15,7.050079386148447,34.6,,34.4,Actinopteri
Gehyra_variegata,0.002653181979714729,2568.511034495203,0.011628097369282832,4.3826987587685515,9000.0,298.15,8.43892195154559,43.8,6.0,-27.5,Lepidosauria
Genetta_tigrina,0.42132278044820015,762837.9212025136,0.006192304767698274,0.014697293987073153,8000.0,309.84999999999997,2028.7348249705333,35.0,26.0,-33.11,Mammalia
Geococcyx_californianus,0.320198776525513,208935.74321688936,0.011735727214911208,0.03665138056508509,9000.0,314.45,285.48774548267056,36.0,27.0,34.0,Aves
Geomys_bursarius,0.19825051326658208,186780.18334971543,0.008455050065302571,0.04264831362092513,8000.0,308.15,174.08467245319247,,30.0,,Mammalia
Geomys_pinetis,0.49256451027098686,330253.3577411042,0.012201262321821147,0.02477089207078391,8000.0,308.34999999999997,136.9291885015245,35.0,26.0,29.4,Mammalia
Geopelia_cuneata,0.04999842825013769,24450.502664102907,0.015054720636749227,0.30110387793455823,9000.0,313.65,33.39235201068676,,34.0,,Aves
Geophaps_plumifera,0.03687020387866651,25818.8198434341,0.010529346706838031,0.28557874921137666,9000.0,313.65,90.26527741295524,39.0,33.0,-21.4,Aves
Georychus_capensis,0.06511349903722367,60008.12056999392,0.01107949119523282,0.1701565936258312,8000.0,309.54999999999995,173.89071330383004,34.0,26.3,-34.12,Mammalia
Gerbillurus_paeba,0.5798398248198295,274108.1643880967,0.017029763109941285,0.02936977141098035,8000.0,309.15,39.23248162770351,35.1,32.3,-23.48,Mammalia
Gerbillurus_setzeri,0.09013745549932127,58938.36287556614,0.016132655474107353,0.1789783767995185,8000.0,308.34999999999997,46.16478832844283,34.8,32.2,-23.1,Mammalia
Gerbillurus_tytonis,0.07821498726324788,53203.7547397354,0.017531800077091094,0.22414885804538182,8000.0,308.34999999999997,32.83778445003724,34.9,32.4,-23.1,Mammalia
Gerbillurus_vallinus,0.1083837426323588,67610.55492283407,0.01778661278759043,0.1641077559752038,8000.0,308.34999999999997,38.98383479831734,35.0,33.1,-23.1,Mammalia
Gerbillus_andersoni,0.09196086884912369,65257.965574612834,0.017538560411311053,0.1907176457856855,8000.0,308.34999999999997,39.3776394993623,,28.0,,Mammalia
Gerbillus_nanus,0.06092513857923303,42464.84472582147,0.017067984239164426,0.28014682669892566,8000.0,308.34999999999997,29.229996781672877,,33.0,,Mammalia
Gerbillus_pusillus,0.08957477522184834,37743.674880150116,0.021870492066036216,0.24415905049016243,8000.0,308.34999999999997,12.564507458586045,38.0,31.4,0.63,Mammalia
Gerbillus_pyramidum,0.6013280434279642,238767.31446228724,0.021101778656126485,0.03509195835243689,8000.0,309.25,36.881580992723926,31.0,30.0,2.02,Mammalia
Gila_coerulea,0.0033127049308476608,341.2897988321467,0.13524956765460075,40.82753232718281,8000.0,285.15,903.4915044234797,31.5,,42.5,Actinopteri
Gila_elegans,0.050618788859731166,76427.13878355699,0.0036151603498542273,0.07141933719260124,8000.0,286.15,3309.8065562224097,37.2,,33.0,Actinopteri
Gila_intermedia,0.020701558852667088,25137.948688914465,0.004395203226148785,0.21231266966074527,8000.0,286.15,676.2429131308044,37.0,,33.0,Actinopteri
Gila_robusta,0.004587432317369727,4949.263812642905,0.006305724725943971,1.374565179320063,8000.0,286.15,1071.141309330736,36.6,,33.0,Actinopteri
Glaucidium_gnoma,0.1480297374943559,69258.80505751775,0.01606578947368421,0.10853082458716627,9000.0,313.34999999999997,71.29529488198422,35.0,27.0,31.93,Aves
Glossophaga_longirostris,0.6454121680048783,210848.4190584726,0.037251063255248774,0.05771670430447665,8000.0,308.65,12.814909966363924,37.0,31.5,11.47,Mammalia
Glossophaga_soricina,1.1967045344363867,246639.9345186035,0.045479387882573385,0.03800385690356966,8000.0,308.65,9.645411278193157,35.2,31.4,-22.41,Mammalia
Gobius_cobitis,0.0028174495084558413,3187.444978388107,0.004743765825818746,1.6837092595915446,6000.0,291.15,260.2492817481866,33.7,,38.0,Actinopteri
Gobius_niger,0.0074881896541746165,3496.0910551194647,0.011658398944158741,1.5569048705462822,6000.0,290.15,18.66737764108824,34.1,,38.0,Actinopteri
Gobius_paganellus,0.016588234174476548,8059.546580271879,0.013481302774427021,0.812702704376455,6000.0,290.15,24.490243266098144,30.5,,45.0,Actinopteri
Gopherus_agassizii,0.0004863778767228809,2251.631390355937,0.0032194560685943055,6.619248577436069,8000.0,297.15,2709.4653511166225,39.5,,34.26,Archelosauria
Goura_cristata,0.0147988844600427,28200.53044146365,0.0038537328196584755,0.26040698067909346,9000.0,313.65,2438.5529510889373,,19.0,,Aves
Graomys_griseoflavus,0.24397955928858672,114203.21112555794,0.01745273631840796,0.0715336004757854,8000.0,310.65,72.93588431971007,,25.6,,Mammalia
Gymnophaps_albertisii,0.03384661181253228,30317.127805922628,0.008211492595263187,0.24260899852382692,9000.0,313.65,267.463901915835,36.0,22.0,-6.66,Aves
Haemorhous_mexicanus,0.09363447172167516,41339.54478081977,0.017747058823529418,0.18953552572264049,9000.0,314.75,26.559838236241234,37.0,25.0,38.33,Aves
Haemulon_steindachneri,0.0019207076843360898,3960.020241072332,0.00301228623609497,1.568321020768027,8000.0,300.25,406.7325006030669,37.2,13.2,2.96,Actinopteri
Halichoerus_grypus,0.004794942185020739,63687.13121846426,0.0010424044439125016,0.21739666583862952,8000.0,310.15,234399.73498506806,,-11.0,,Mammalia
Heliophobius_argenteocinereus,0.40644600703410766,275737.10308985895,0.01221828975910492,0.03006128624134718,8000.0,308.25,220.09110056763643,33.0,28.0,-1.37,Mammalia
Heloderma_suspectum,0.023720025488618283,34050.974908446085,0.006088674994880198,0.2566892264850964,8000.0,299.15,690.6822722504616,44.0,,32.22,Lepidosauria
Hemidactylus_turcicus,0.006477324710374296,2558.5769116074057,0.023029832008130566,3.555454302182077,5558.7291,298.15,6.414558879543627,41.1,10.5,29.18,Lepidosauria
