species,k_M,E_m,lambda_max,g,T_A,T_typical,Ww_i,CTmax,CTmin,lat,class
Leopardus_pardalis,0.1692020400856748,304330.7013357791,0.004736458849776897,0.027992918095896536,8000.0,311.15,12121.860237245137,33.0,22.0,-3.547357,Mammalia
Leopardus_wiedii,0.03232719314302289,40509.4918763461,0.00730243178982556,0.22589130326032122,8000.0,311.54999999999995,4211.400961736665,38.0,29.0,-3.673795,Mammalia
Lepomis_cyanellus,0.0037160193295336682,2261.6518430291867,0.008627534907395625,2.3217142168305984,8000.0,298.15,964.1429640794299,36.2,3.2,33.2,Actinopteri
Lepomis_gibbosus,0.0029259625419362756,6393.039471857679,0.0023996759019603428,0.8201321334661861,8000.0,298.15,616.5932048757179,35.1,1.7,46.2,Actinopteri
Lepomis_gulosus,0.002668049290057571,339.6574088006013,0.04431431255136785,16.609255577287946,8000.0,291.15,677.0897249461808,28.98,,34.2,Actinopteri
Lepomis_humilis,0.0020284157360672813,2250.00418097061,0.004984098614871081,2.4571386063757896,8000.0,294.15,82.08001306922722,36.4,,39.5,Actinopteri
Lepomis_macrochirus,0.0047639051563901,2079.5633369094044,0.01590714625257487,3.3390980152570204,8256.2928,298.15,329.66858931890516,30.38,,34.2,Actinopteri
Lepomis_megalotis,0.010504887376574424,12947.21874281832,0.004329348556077904,0.41212707960412964,8000.0,294.15,196.82355918226082,30.87,,34.2,Actinopteri
Lepomis_microlophus,0.053703207041988436,69432.08765109524,0.004456078801781137,0.0829760278245041,8000.0,294.15,818.571724373805,30.8,,34.2,Actinopteri
Leptocottus_armatus,0.015150266650251803,27041.49723916097,0.0030754067584480593,0.2029935729479022,8000.0,280.15,1795.7730148307467,28.8,,43.36,Chordata
Leptonycteris_curasoae,1.0653880047334796,296433.5701715333,0.03075740704879939,0.02886967650484646,8000.0,308.84999999999997,24.783262314611786,,30.5,,Mammalia
Leptonycteris_yerbabuenae,0.6199163066526185,199236.97223331843,0.030546605994176326,0.049275370991803374,8000.0,308.65,22.001079733973253,38.0,35.5,32.13,Mammalia
Lepus_alleni,0.17163690332168038,394345.11518608726,0.006885599310146593,0.040117242719309984,8000.0,311.04999999999995,4228.972054027586,35.0,25.0,32.15,Mammalia
Leucosarcia_melanoleuca,0.040795164293747244,40619.7088705372,0.007392270434912868,0.18120457566206924,9000.0,313.65,469.34968494453676,,24.0,,Aves
Lichmera_indistincta,1.2215951440705017,243615.96548944523,0.036922800600875195,0.030225071522340854,9000.0,313.34999999999997,8.914790621843174,39.0,30.0,-34.12,Aves
Linepithema_humile,0.004699565217391304,283.5874604786109,0.11746375173571866,24.994599777236832,8000.0,301.15,0.003112182149286041,37.7,-0.1,-33.92,Insecta
Liolaemus_pictus,0.002237005247047644,3410.837768477077,0.007129875727318441,3.187241396383988,8000.0,295.95,32.245400876218866,,8.47,,Lepidosauria
Liomys_irroratus,1.1628286914608812,505265.06758729555,0.018230072504686824,0.015677350102003485,8000.0,308.34999999999997,51.503168148262105,34.0,31.0,26.2,Mammalia
Littorina_littorea,0.008397629918379874,869.0652658160997,0.04488072619801563,5.344451545761177,8000.0,285.15,8.78649032139259,35.3,-13.0,55.75,Gastropoda
Lonchura_fuscans,0.09341156854345911,37210.27446805218,0.018637136465324382,0.19951636350751972,9000.0,314.75,9.45456869303881,39.0,30.0,4.53,Aves
Lophorina_superba,0.5839706122460573,243725.19265936423,0.017665813165937058,0.030251202364432562,9000.0,313.34999999999997,68.900090409341,,19.0,,Aves
Loxodontomys_micropus,0.845055328672874,354929.47674729954,0.018769753610875104,0.022211271823292633,8000.0,310.54999999999995,85.45781986603807,33.0,22.0,-34.57,Mammalia
Lucania_parva,0.03225472745292369,6178.329737759613,0.02642577425577876,0.8192837559811229,8000.0,298.15,3.653446703847931,37.1,,42.0,Actinopteri
Lullula_arborea,1.6065245655236815,305341.9675651547,0.03886778958790598,0.024193710088233965,9000.0,313.34999999999997,25.80854381136565,37.5,27.6,52.52,Aves
Lutjanus_apodus,0.0011740351561742943,2667.934563771129,0.002404772414509387,2.0482967668068537,8000.0,299.54999999999995,6154.865747180585,40.0,10.0,9.5,Actinopteri
Lutjanus_guttatus,0.0014638314416016705,8558.234698111946,0.0012114891138363688,0.8276151744020487,8000.0,301.15,5865.903042058092,37.4,12.0,2.96,Actinopteri
Lutreolina_crassicaudata,0.40724484570781616,470502.55225100555,0.0067892669489363865,0.016671216395965013,8000.0,308.95,520.9184487440416,35.0,27.0,-41.24,Mammalia
Luxilus_chrysocephalus,0.008805535834162758,5467.35999068618,0.009106648645169595,1.03419585323117,8000.0,286.15,180.27143663534085,30.8,4.5,39.3,Actinopteri
Luxilus_cornutus,0.007047394229675773,6867.013849188473,0.005863792258696717,0.8320511195478404,8000.0,295.04999999999995,71.54485582495741,35.7,,39.0,Actinopteri
Lynx_rufus,0.07043933623170907,198953.8842173647,0.0029246228150186164,0.04151973842283403,8000.0,312.95,8918.900450081228,,19.0,,Mammalia
Lythrurus_umbratilis,0.0036225957342275717,610.7943834751012,0.03248958615956717,8.968592838718939,8000.0,295.15,5.706619317901259,36.2,,39.0,Actinopteri
Macoma_balthica,0.05808510638297872,872.1512704830085,0.15728021978021983,2.7077546995129422,5672.0,285.15,1.2386312885427129,30.97,-7.01,53.0,Bivalvia
Macroderma_gigas,0.13197750521204807,102431.55641340752,0.011907991463125447,0.09022743265220004,8000.0,310.15,148.45514773622253,35.0,30.0,-13.8,Mammalia
Macroglossus_minimus,0.03759557863499519,14050.615996454273,0.024502934069727304,0.6517504174525239,8000.0,309.34999999999997,15.939989973221438,,30.9,,Mammalia
Macropus_giganteus,0.0031165241047876415,11103.7343675417,0.002899614647693268,0.9304001991317331,9000.0,309.45,32678.5364929928,35.0,15.0,-35.15,Mammalia
Macropus_rufus,0.003129973474801061,7170.78092548149,0.003754746222394421,1.1996095981717767,9000.0,309.45,35051.9661938505,35.0,25.0,-35.11,Mammalia
Macroscelides_proboscideus,0.162718853595069,32253.95593622983,0.04232291828592155,0.2600984295971226,8000.0,309.34999999999997,40.76953797029291,38.0,35.0,-32.29,Mammalia
Macrotis_lagotis,0.05568604510072248,73197.05889642134,0.005966228050478286,0.10714045214895102,8000.0,309.25,1024.7691858619714,35.0,27.0,-26.08,Mammalia
Madoqua_kirkii,0.43001484791209393,595375.0319385497,0.005943872308359784,0.013822481565973424,8000.0,312.54999999999995,7326.990407189987,35.0,25.0,-29.52,Mammalia
Malurus_cyaneus,1.3343523468758833,281049.0960009377,0.035037611273527586,0.026258140404639807,9000.0,313.34999999999997,10.07061972007242,35.0,26.0,-37.48,Aves
Manacus_vitellinus,0.7728690334242185,215219.7923916273,0.026456581590892182,0.034231649149760256,9000.0,313.34999999999997,18.035392630321827,,25.0,,Aves
Manucodia_chalybatus,0.9146266607116424,487106.84137192875,0.013813365700414111,0.015102736770942541,9000.0,313.34999999999997,210.45101063100432,30.0,20.0,-6.66,Aves
Marmosa_robinsoni,0.08961888056538123,56187.45184853983,0.012596313912009513,0.14055424295129312,8000.0,307.15,43.487139309775394,36.0,26.0,8.53,Mammalia
Martes_americana,0.03474009036186233,21622.817939142675,0.013139636104174098,0.37822688333012483,8000.0,311.15,1421.8475673531718,,29.0,,Mammalia
Meda_fulgida,0.03516896967838477,7302.734274303765,0.028960927160826936,0.8234795453398407,8000.0,286.15,6.295143519051681,34.7,,33.0,Actinopteri
Megacrex_inepta,0.0018291986929069742,7054.662686466045,0.004447179384136233,2.431217232649969,9000.0,313.54999999999995,1057.6688960177678,,18.0,,Aves
Megadontomys_thomasi,0.2571058997590042,129175.62752050112,0.0156843458335662,0.06100344584961983,8000.0,310.65,112.91608359744906,35.0,28.3,20.5,Mammalia
Megascops_asio,0.08992734415290414,64940.602538930085,0.01081015425725738,0.12020986896796143,9000.0,313.34999999999997,166.92326982095216,34.0,19.0,42.28,Aves
Megascops_trichopsis,0.10133383313114278,65810.01400940445,0.012634929963757471,0.12468619387372602,9000.0,313.34999999999997,95.44997966043725,,28.0,,Aves
Melanocharis_versteri,1.409024179038452,349075.56358090916,0.02960135956751688,0.021008411358645018,9000.0,313.34999999999997,17.546143654522766,30.0,,-5.96,Aves
Melonycteris_melanops,0.10638493534773413,73095.58367074007,0.012292674597302067,0.11554901600608893,8000.0,309.65,62.84077610838054,33.0,28.0,-4.9,Mammalia
Menidia_beryllina,0.09126481833857349,14053.04436917915,0.04073768377611556,0.44636788324047527,8000.0,296.84999999999997,19.112811092377562,29.24,,34.2,Actinopteri
Menidia_menidia,0.14659403773578844,18747.158964824128,0.040903061638829494,0.2790226824405404,8000.0,294.15,19.944519587528692,32.5,1.5,40.0,Actinopteri
Meriones_unguiculatus,0.06761959104646735,21197.345716432155,0.02598072738576314,0.3842189369040919,8000.0,311.34999999999997,69.38420189968808,38.0,26.0,43.93,Mammalia
Metachirus_nudicaudatus,0.2270328722263956,177900.73748179563,0.010020380434782606,0.04413625364696243,8000.0,308.15,349.7114760659977,36.0,27.5,9.33,Mammalia
Micrathene_whitneyi,0.02911221833676146,17041.94582326916,0.014349373820552411,0.49289867417738953,9000.0,313.34999999999997,46.199619598736845,38.0,33.0,31.93,Aves
Microcebus_murinus,0.08640184027898852,47830.342586539235,0.015635946813388354,0.18096775210921928,8000.0,310.65,82.25058593715437,,25.0,,Mammalia
Micropterus_dolomieu,0.003591700119770569,14848.236371143768,0.0012659465666660687,0.352464438692319,8000.0,298.15,5853.581128761965,28.3,,34.2,Actinopteri
Micropterus_punctulatus,0.011192563145666095,17242.7567911612,0.0034056450231283193,0.3042774902232318,8000.0,298.15,3906.5506452323207,30.76,,34.2,Actinopteri
Micropterus_salmoides,0.002786464037361603,1906.0475895896916,0.007906003234706497,2.837288810729598,8000.0,291.15,13304.13704504808,30.69,,34.2,Actinopteri
Microtus_californicus,0.3349615376935465,76598.70254628068,0.03742870754781189,0.11174031444187811,8000.0,310.65,38.3658394832226,40.0,33.0,33.3,Mammalia
Microtus_guentheri,0.3006097914305203,108331.9566224403,0.02289549574292777,0.0761635062982291,8000.0,311.45,51.56358398994705,,30.0,,Mammalia
Microtus_longicaudus,1.1054932139452627,320149.929441706,0.027567779960707268,0.024937086553723755,8000.0,310.65,49.97770980538787,30.0,25.0,46.73,Mammalia
Microtus_montanus,0.2799573165234638,163036.70900913826,0.014271986215123602,0.05097915065180101,8000.0,311.25,84.56529328298532,31.0,26.0,46.43,Mammalia
Microtus_ochrogaster,0.34357450247205595,120643.10630647703,0.023525645969919018,0.06847320101069618,8000.0,311.04999999999995,40.2625551160006,36.0,25.0,40.6,Mammalia
Microtus_oeconomus,0.7646750971099414,107077.37484819622,0.057604919865821856,0.07533254330308037,8000.0,311.54999999999995,39.858319686874374,,22.5,,Mammalia
Microtus_pennsylvanicus,0.16935909680642447,64821.04920001329,0.02110595238095238,0.12462249019358108,8000.0,311.65,49.26190904080329,29.0,25.0,42.7,Mammalia
Microtus_pinetorum,0.24243971884161608,99990.97807338877,0.020109118592454744,0.08294481897824617,8000.0,311.45,25.582511165447787,35.0,23.0,42.44,Mammalia
Microtus_richardsoni,0.47125864907014203,122843.42413730713,0.03147084048027444,0.06678039870964857,8000.0,311.84999999999997,51.481513530457605,33.5,22.5,44.19,Mammalia
Miniopterus_schreibersii,0.10402004216701524,9544.705949436293,0.08706779661016949,0.8370290455215629,8000.0,310.84999999999997,13.21171833276388,37.5,32.5,-13.3,Mammalia
Moloch_horridus,0.0033627946087622465,8397.037734159785,0.0064088209823085504,1.9058020866363476,9000.0,298.15,74.90760345297414,42.5,3.5,-28.13,Lepidosauria
Molossus_molossus,1.1623563887362882,388890.5375214438,0.025129584035246857,0.021619517282963185,8000.0,307.95,13.489596443051244,36.0,32.0,-20.49,Mammalia
Monodelphis_brevicaudata,0.12646239528749492,81953.67367988864,0.012121212121212121,0.09584835154874466,8000.0,308.15,94.99606264027271,,28.76,,Mammalia
Monophyllus_redmani,0.29668859829477745,94458.21705625093,0.025078043704474508,0.08452648281265601,8000.0,307.15,8.879882791167088,35.0,31.0,18.39,Mammalia
Mormoops_blainvillei,0.0179072059212138,14112.11967818174,0.01842921071405409,1.0291505439283466,8000.0,308.65,11.159128354936357,,30.0,,Mammalia
Mormoops_megalophylla,0.10444251635307127,55520.517222899165,0.02239921875,0.2144645641654087,8000.0,310.04999999999995,18.962580080408443,,33.5,,Mammalia
Mugil_curema,0.00505929552179726,16789.1256860329,0.0019065310334660183,0.37683725436713444,8000.0,298.15,11603.918155208808,40.8,10.8,2.96,Actinopteri
Mullus_barbatus,0.028166055409198133,64594.21790478436,0.008357837656529518,0.2967344037035486,8000.0,287.34999999999997,688.4400426165736,31.1,,45.0,Actinopteri
Mullus_surmuletus,0.014682510006050557,19163.45499977859,0.004763430760447171,0.324428912936834,8000.0,283.34999999999997,826.5862595433443,29.4,,45.0,Actinopteri
Mus_macedonicus,0.13974156109235356,54891.410844309576,0.021358430183594408,0.15284236140369775,8000.0,310.65,14.985100769198697,33.0,28.0,32.44,Mammalia
Mya_arenaria,0.0035357881029632787,48.77352322590486,0.21183690518266238,59.91221730881603,7051.0,285.15,174.2728038433068,32.0,,37.11,Bivalvia
Myodes_californicus,1.2609616221976985,389276.87314707006,0.040952403249596134,0.03247712105481943,8000.0,310.65,35.77481682816854,33.0,25.0,44.6,Mammalia
Myodes_gapperi,0.43926377570200764,217566.10260753855,0.03255306808954877,0.07410824632084495,8000.0,310.65,20.83267044601475,34.0,26.5,42.5,Mammalia
Myodes_rufocanus,0.514251403961323,178080.58037968967,0.02356989247311828,0.04583340422905482,8000.0,309.75,37.24273091551355,27.5,22.5,48.29,Mammalia
Myoprocta_acouchy,0.8072748807239865,678038.2167475322,0.010530928873665123,0.013045034752252781,8000.0,308.54999999999995,776.212339970298,30.0,25.0,4.57,Mammalia
Myopus_schisticolor,0.3854437703175488,99374.95836993624,0.03157502329916123,0.08191862401394649,8000.0,312.15,25.312643924600863,,20.9,,Mammalia
Myotis_lucifugus,0.7225339095920909,167562.7692978643,0.03412287668776102,0.04722667854720509,8000.0,307.95,12.021125038925389,39.0,36.0,47.1,Mammalia
Myotis_thysanodes,1.194714639769352,189802.91599059044,0.05045857765749511,0.04223483665290692,8000.0,307.95,6.111128850479349,34.5,32.5,35.65,Mammalia
Myrmecobius_fasciatus,0.0017813366372032384,2863.640973675527,0.004879980762974385,2.739505077847681,8000.0,307.25,499.9150158882118,30.0,,-32.78,Mammalia
Mystromys_albicaudatus,1.144848466135547,432726.5276716349,0.02166373313217668,0.01892279526329186,8000.0,306.15,108.15138970273304,30.0,20.0,-25.0,Mammalia
Mytilus_edulis,0.0011270442930153323,181.42979255504827,0.014637183855641408,12.987230356741875,7022.0,291.15,123.7067605398263,30.5,-8.2,55.75,Bivalvia
Nacella_concinna,0.0060797147809181495,468.35380655980623,0.05583771161704612,9.184264990900378,6850.0,272.65,24.92264357899148,5.0,-12.9,-67.5,Gastropoda
Nandinia_binotata,0.0011902494103545919,4115.721256726132,0.0025667023318218106,2.1564407505626524,8000.0,310.54999999999995,2606.6987885473827,34.0,27.0,2.48,Mammalia
Napaeozapus_insignis,0.5210928072563183,197250.3839461062,0.02168136923856154,0.04160750050018782,8000.0,310.15,25.168498918487877,33.5,31.0,44.3,Mammalia
Nasua_narica,0.16022180801593694,371212.03379647655,0.004389705525639158,0.02739767813132232,8000.0,309.54999999999995,3837.535253523615,,21.0,,Mammalia
Nasua_nasua,0.20024660899868313,550178.1968221688,0.0036021269456131748,0.017988454154731097,8000.0,309.54999999999995,4691.865283316669,33.0,25.0,7.43,Mammalia
Natalus_tumidirostris,0.21911257687230476,80436.29835237267,0.0250904033379694,0.11450918836389605,8000.0,308.65,6.258816075973248,35.0,28.0,11.47,Mammalia
Nectarinia_kilimensis,0.5454978371773268,159243.08843022754,0.025602274789763447,0.046933778733646625,9000.0,314.75,14.514909294154469,,25.0,,Aves
Neofiber_alleni,0.2864415047031058,144802.54038332912,0.01590972769459767,0.055542676020669444,8000.0,311.25,261.8906370560658,34.0,25.0,29.79,Mammalia
Neomys_anomalus,1.25482493816401,118270.7642034757,0.08377811543647141,0.06676478358730334,8000.0,308.15,14.798701487083617,30.0,25.0,52.72,Mammalia
Neomys_fodiens,0.157325028517209,24391.7572370241,0.05151922455573505,0.3274699839008745,8000.0,310.45,16.799182283421704,30.0,25.0,52.72,Mammalia
Neotoma_lepida,0.4047896191280618,387869.6168432489,0.008484299893876023,0.020959776370134322,8000.0,309.95,235.05420435380825,,25.0,,Mammalia
Nestor_notabilis,0.1657950858181253,152614.5322517689,0.008159371827790052,0.0492135927161361,8000.0,314.45,927.5426181312118,28.0,,-40.7,Aves
Neurotrichus_gibbsii,1.2384983487532002,165614.8769092828,0.060443622920517553,0.04880395923124672,8000.0,308.15,9.308864470045433,32.0,24.9,49.3,Mammalia
Ningaui_yvonnae,0.01801607639262812,10791.836520089193,0.013057001647446456,0.7247416897493377,8000.0,308.15,8.957058340898685,,32.0,,Mammalia
Noctilio_albiventris,1.2345620131977326,356921.4111550669,0.02754294467340165,0.022309891588240743,8000.0,307.95,29.330894290515896,38.0,32.0,-20.06,Mammalia
Noctilio_leporinus,0.10438784035665197,71370.24870391354,0.013459624055747495,0.1289386197641534,8000.0,308.65,56.46330557572886,38.0,28.0,-20.05,Mammalia
Notechis_scutatus,0.003890766281425071,9245.23180103528,0.0036241121182407385,0.9314648724963593,8000.0,301.65,1367.9918061821909,38.0,2.2,-36.2,Lepidosauria
Notemigonus_crysoleucas,0.004129860663544428,3953.6418948736546,0.005697355175253957,1.3795514278596113,8000.0,289.15,355.89013356448527,29.13,,34.2,Actinopteri
Nothoprocta_perdicaria,0.07020955081914963,63328.19228963373,0.008766807857406828,0.12486631455582085,9000.0,312.59999999999997,471.3385097362863,,9.8,,Aves
Notiosorex_crawfordi,1.2571831007103385,231293.50461382838,0.04318418952924568,0.034349960244331616,8000.0,310.75,4.0291893158992025,,32.0,,Mammalia
Notomys_alexis,0.16869317920625873,98560.22844021226,0.0172518573551263,0.10226766391089648,8000.0,311.15,37.252322262766064,34.0,32.0,-22.3,Mammalia
Notomys_cervinus,0.1744145204357254,91043.2572150397,0.01662144448813737,0.09529851325803258,8000.0,310.65,50.396227594685975,34.0,33.0,-24.5,Mammalia
Notophthalmus_viridescens,0.00293787867379787,1763.8225856594106,0.018422352295591738,6.270630730906494,8000.0,292.15,1.665009313811096,37.3,,37.4,Amphibia
Notropis_atherinoides,0.007053620884152941,1641.147427159454,0.023050364333460464,3.267876841133708,8000.0,295.04999999999995,16.14752471379641,30.1,,34.2,Actinopteri
Notropis_girardi,0.0426333891993705,5570.4005664986735,0.04159417841961546,0.9756244858954263,8000.0,293.15,2.8541293361825533,38.6,,35.2,Actinopteri
Notropis_rubellus,0.03113648089237884,6145.3567505356905,0.02702601044065014,0.867985387753476,8000.0,288.15,7.825534731977167,35.3,,39.0,Actinopteri
Notropis_stramineus,0.008669328250247759,1234.6277195490545,0.03805033058274819,4.389074849214616,8000.0,292.15,6.004088688017198,37.0,,39.0,Actinopteri
Noturus_exilis,0.006627328873642575,1582.8720618046937,0.03724137931034483,5.619364908606968,9000.0,293.15,25.95297000102751,36.5,,39.0,Actinopteri
Nycticebus_pygmaeus,0.005054653451633686,614.4467951510611,0.0666471986417657,13.185315131787133,8000.0,309.75,434.6147646825032,35.0,27.5,23.07,Mammalia
Nyctidromus_albicollis,0.5361570881239117,201486.54688547886,0.019737539540053004,0.036812978840058616,9000.0,312.84999999999997,51.64376924215958,,23.5,,Aves
Nyctimene_albiventer,0.2240618460457771,132618.14684296385,0.013992811257265219,0.06245066486869169,8000.0,309.04999999999995,45.183629437943,34.0,28.0,-4.98,Mammalia
Nyctophilus_geoffroyi,0.7355712361952144,190622.1441713323,0.031236518080844624,0.042465660079936456,8000.0,304.75,11.895988951481565,,29.1,,Mammalia
Nyctophilus_gouldi,0.12124038397164906,41356.19179949681,0.02463861554122837,0.20322119358340107,8000.0,307.95,11.450416215305212,,30.7,,Mammalia
Ochrotomys_nuttalli,0.07262702269624138,15182.511155359542,0.04417299885500157,0.6082171238073845,8000.0,309.54999999999995,22.692891018793123,36.0,29.5,28.5,Mammalia
Octodon_degus,0.4282084191647605,319740.6645495534,0.011861405874421062,0.027700076279577265,8000.0,310.75,234.79949707361692,35.0,27.0,-37.04,Mammalia
Octodon_lunatus,0.18583711458014293,173854.19199205455,0.012446449247394829,0.06697504573031482,8000.0,310.65,233.17585743188792,33.0,,-33.0,Chordata
Octodontomys_gliroides,0.22400361362972976,216348.7442199522,0.011840363699142547,0.05285791379559733,8000.0,310.34999999999997,169.68158419273726,35.0,25.0,-42.45,Mammalia
Octomys_mimax,0.11960079309462804,83072.01488591215,0.012783810936229248,0.10688734251214127,8000.0,310.65,119.03246886267219,,22.2,,Mammalia
Odontaster_validus,0.005722704847826279,1414.8891552632654,0.011615524876269863,2.029726359324983,5303.0,271.65,103.27167875546654,11.0,,-67.5,Asteroidea
Oligocottus_maculosus,0.014951263710641477,6956.960112768871,0.017948794063079775,1.200486755531228,8000.0,282.25,6.151195875614947,25.8,,43.36,Chordata
Oligoryzomys_longicaudatus,0.47471948961080795,151750.7185351001,0.025404182130895264,0.053514091346286465,8000.0,310.65,30.98128096461148,,27.2,,Mammalia
Oncorhynchus_gilae,0.017257225578188377,3655.484418608217,0.025646136170637893,1.4861100386294055,8000.0,282.15,170.3400398042651,29.6,,33.5,Actinopteri
Oncorhynchus_keta,0.023614676335233446,17761.8527939548,0.008047125699092324,0.34076798618179216,8000.0,280.15,16021.312033610478,23.2,-0.7,52.0,Actinopteri
Oncorhynchus_kisutch,0.11114117891634795,35229.14367675906,0.01767196214297786,0.15900463100430962,8000.0,278.15,18464.758917405463,27.5,0.0,49.4,Actinopteri
Oncorhynchus_nerka,0.009695467387821986,3448.465746432237,0.015054900103341371,1.552777138134786,8000.0,281.15,9880.889873519262,21.5,-0.7,52.0,Actinopteri
Oncorhynchus_tshawytscha,0.004368308829635956,4491.829670104632,0.007994793190194817,1.8301803974928856,10000.0,284.15,100126.05695720011,28.0,0.0,48.1,Actinopteri
Ondatra_zibethicus,1.0453834633660346,718341.9207337539,0.012818047977829738,0.012261575227674687,8000.0,310.54999999999995,1293.88773336441,30.0,15.0,40.71,Mammalia
Onychomys_torridus,0.3143043188375093,94716.0416927753,0.027375273044997813,0.08709798562822302,8000.0,309.15,22.06681810399542,35.0,30.0,32.19,Mammalia
Oreostruthus_fuliginosus,0.2169868256168293,80326.80657293058,0.01990654205607477,0.09174078656382186,9000.0,313.34999999999997,19.097108500644147,,20.0,,Aves
Orycteropus_afer,0.040329648549877424,24215.78921383714,0.01328579346630157,0.32942993415552463,8000.0,307.65,63695.89623488555,35.0,27.0,-7.245381,Mammalia
Otomys_irroratus,0.04217312217149489,20369.31171315627,0.01745757639242211,0.4139502956748555,8000.0,310.75,147.36505613951235,10.0,24.0,-25.43,Mammalia
Oxymycterus_roberti,0.18266338384875003,92643.15070778952,0.01562844573146962,0.08555872229110993,8000.0,310.65,83.49166394313492,,33.0,,Mammalia
Pachycara_brachycephalum,0.04075163759217466,17464.257115476452,0.01449394252186668,0.35566527821325844,8000.0,272.95,520.8235008249166,10.0,,-61.72,Actinopteri
Pachycephala_schlegelii,0.5485748620576972,172245.61065609998,0.023533930318941843,0.04290012530043096,9000.0,313.34999999999997,23.80118724032327,,14.0,,Aves
Pachygrapsus_marmoratus,0.0022652954545454543,666.9630300475792,0.01754459031235853,7.744945709909157,8000.0,294.15,21.12898569924601,35.7,,38.0,Malacostraca
Pacifastacus_leniusculus,0.013027365626975939,4439.923109036509,0.013957539787994211,1.0714015548233442,8000.0,283.15,82.92966727718891,,3.0,,Malacostraca
Palaemon_elegans,0.01502063460411443,1360.5490363098331,0.04958579210167953,3.301178239706134,8000.0,293.15,1.8789076394594812,34.1,,38.0,Malacostraca
Paradisaea_raggiana,0.4492066603832347,211238.58927005943,0.015647467669344273,0.034833561140867414,9000.0,313.15,182.7064859979375,,16.0,,Aves
Paradoxurus_hermaphroditus,0.018304876214736615,18962.486530493876,0.009305141927755861,0.5083422481854654,8000.0,309.65,2823.1157753720586,36.0,27.0,21.77,Mammalia
Paramoera_walkeri,0.037197622599292914,2317.5664372068886,0.07722753418917375,2.076141666931202,8000.0,273.15,0.0783027694855008,15.02,,-77.8,Malacostraca
Paranyctimene_raptor,0.06970974662451658,32264.39675597906,0.017590249348716037,0.2523355800368041,8000.0,309.65,23.774090112834653,,27.0,,Mammalia
Parotia_lawesii,0.3598283974264245,189381.8663907415,0.013956328858673737,0.038786068466226155,9000.0,313.34999999999997,158.91692418987714,30.0,17.0,-6.66,Aves
Parotia_wahnesi,0.4969965895895519,243789.50713161193,0.015072389820779387,0.03032694818535279,9000.0,313.15,149.68451719404263,30.0,22.0,-6.66,Aves
Passer_domesticus,0.018250746656111913,4667.311685335893,0.0342840251162032,1.878499864262922,9000.0,314.75,25.439215317452806,35.0,20.0,29.7,Aves
Pecari_tajacu,0.029780523514875045,32723.953286748085,0.007725424858380538,0.2594119896690793,8000.0,310.65,19391.92980898784,35.0,25.0,32.14,Mammalia
Pedetes_capensis,0.007437470950621128,19721.835335646672,0.0034986409611284562,0.4704073446950772,8000.0,312.65,3738.389890971634,33.0,23.0,-1.17,Mammalia
Pegusa_lascaris,0.011021155752898462,10437.779986200552,0.006628294143458175,0.6014155222981034,9000.0,291.25,190.0849892960585,32.9,,38.0,Actinopteri
Perodicticus_potto,0.0071686374396024,3653.076040137271,0.015983134876720817,2.229591747578645,8000.0,309.25,1128.325252641514,29.0,25.0,-1.48,Mammalia
Peromyscus_californicus,0.413330524147283,193890.9805323178,0.017781208645787385,0.04301934555274066,8000.0,309.54999999999995,42.35755422308929,34.5,27.0,34.3,Mammalia
Peromyscus_crinitus,0.8169485543238575,156189.22982392713,0.04221279961333129,0.05167130707302427,8000.0,308.84999999999997,17.822152021555294,35.0,29.0,36.2,Mammalia
Peromyscus_eremicus,0.4679184499024145,155704.68544649452,0.02600872047984772,0.05558387468002576,8000.0,309.75,17.378591462599097,36.5,30.0,36.2,Mammalia
Peromyscus_gossypinus,0.2089624633490773,53636.36431918081,0.031361434667281744,0.1500816661741379,8000.0,309.75,45.73564957429297,35.3,29.7,29.4,Mammalia
Peromyscus_leucopus,0.3533388880912606,130107.9079140978,0.022977257714447478,0.06502895234252534,8000.0,309.84999999999997,23.616760806527218,34.5,27.5,42.5,Mammalia
Peromyscus_maniculatus,0.20892813200342786,63754.44230744786,0.027435657463734206,0.1313162435362418,8000.0,309.75,21.5746566684508,37.0,29.0,44.3,Mammalia
Peromyscus_truei,0.3805617915589183,173004.9383385288,0.019015575689707832,0.04996711732886577,8000.0,309.84999999999997,24.70009160951728,33.0,27.0,36.3,Mammalia
Peropteryx_macrotis,0.7318092255118459,149037.2576056047,0.03889260704200062,0.05314582774601966,8000.0,307.95,5.193098759307463,,30.5,,Mammalia
Petauroides_volans,0.08155421680510233,111910.23366270895,0.00568835098335855,0.06974931776921516,8000.0,308.54999999999995,1428.9523814708095,25.0,18.0,-31.53,Mammalia
Petaurus_breviceps,0.012260480319209085,12484.698017077402,0.007696698640616725,0.6277648542494649,8000.0,309.04999999999995,110.24464771302173,31.0,27.0,-37.46,Mammalia
Phalaenoptilus_nuttallii,0.06857432074294063,37969.914353232634,0.013515565292709026,0.19709368093303908,9000.0,312.84999999999997,52.11386124083803,,35.0,,Aves
Phalanger_carmelitae,0.20295041855491325,268100.46918538533,0.005939198711495872,0.02926428412311392,8000.0,308.75,2499.227433670915,32.5,12.5,-4.98,Mammalia
Phalanger_gymnotis,0.13221508326012327,203069.80602346492,0.005108446253084549,0.038637393912418175,8000.0,308.75,2998.804238998841,33.0,25.0,-4.98,Mammalia
